Genre,Energy, Song Name
Rap,0.74,Walk Em Down (feat. Roddy Ricch)
Rap,0.59,Walk On Water (feat. Beyoncé)
Rap,0.68,Walker Texas Ranger
Rap,0.55,Walking Ticket
Rap,0.63,WAM
Rap,0.73,Wanted You (feat. Lil Uzi Vert)
Rap,0.78,War
Rap,0.79,War
Rap,0.64,Warm It Up
Rap,0.48,Warm Up
Rap,0.85,Wash Us In The Blood
Rap,0.47,Wasn't Me
Rap,0.57,Wassup
Rap,0.62,Wassup (feat. Future)
Rap,0.61,Wasted (feat. Juicy J)
Rap,0.58,Wasted (feat. Lil Uzi Vert)
Rap,0.56,Watch (feat. Lil Uzi Vert & Kanye West)
Rap,0.59,WATCH ME
Rap,0.21,Water (feat. Sheff G)
Rap,0.56,Way
Rap,0.55,way back
Rap,0.66,Way Back
Rap,0.82,WDYW (feat. Lil Uzi Vert, A$AP Ferg & Rich The Kid)
Rap,0.93,We Came to Win
Rap,0.54,We Paid (feat. 42 Dugg)
Rap,0.60,We Should (feat. Young Thug)
Rap,0.44,Weekend (feat. Miguel)
Rap,0.64,Welcome To The Party
Rap,0.62,Welcome To The Party (feat. Nicki MInaj) - Remix
Rap,0.88,Welcome to the Rodeo
Rap,0.52,Wendy's
Rap,0.79,Wesley's Theory
Rap,0.78,West Coast (feat. Blueface, ALLBLACK & YG)
Rap,0.65,Westside Story
Rap,0.71,Wet Dreamz
Rap,0.65,Wet Em Up Pt. 2
Rap,0.68,Wetty
Rap,0.46,What About Me (feat. Post Malone)
Rap,0.31,what are you so afraid of
Rap,0.47,What If It Was Me
Rap,0.40,What They Want
Rap,0.59,WHAT TO DO? (feat. Don Toliver)
Rap,0.46,What's The Move (feat. Lil Uzi Vert)
Rap,0.44,What's the Move (feat. Lil Uzi Vert)
Rap,0.76,What's Up Danger (with Black Caviar)
Rap,0.60,WHATS POPPIN
Rap,0.60,WHATS POPPIN
Rap,0.72,WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix
Rap,0.63,When You Down (with Polo G feat. Lil Durk)
Rap,0.41,Where Were You
Rap,0.54,WHERE'S MY MONEY
Rap,0.40,Whip (feat. Travis Scott)
Rap,0.56,White Iverson
Rap,0.49,Who Dat Boy (feat. A$AP Rocky)
Rap,0.60,Who Knew
Rap,0.81,Who Run It (Remix) [Feat. Lil Uzi Vert]
Rap,0.73,WHO? WHAT!
Rap,0.29,Whoever U Are
Rap,0.62,WHOHASIT
Rap,0.54,Whole Lot
Rap,0.61,Whoopty
Rap,0.64,why u look mad
Rap,0.62,Why You Mad?
Rap,0.62,Wild Wild West (feat. Gunna)
Rap,0.82,Will
Rap,0.90,Wish
Rap,0.67,Wish Wish (feat. Cardi B & 21 Savage)
Rap,0.67,Without Me
Rap,0.60,Woah
Rap,0.60,Woah
Rap,0.52,Wobbin
Rap,0.78,Wobble Up
Rap,0.62,wokeuplikethis*
Rap,0.51,Wolverine (feat. Yung Bans)
Rap,0.68,Wolves (feat. Post Malone)
Rap,0.63,Wolves (with NAV)
Rap,0.42,Womanogamy
Rap,0.43,Word On The Street
Rap,0.73,Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)
Rap,0.43,Work.
Rap,0.63,WORKIN ME
Rap,0.56,World Rage
Rap,0.85,Worldwide Choppers
Rap,0.61,Wouldn't Change
Rap,0.63,Wow Freestyle (feat. Kendrick Lamar)
Rap,0.54,Wow.
Rap,0.54,Wow.
Rap,0.64,Wow. - Remix
Rap,0.77,WRONG (feat. Lil Mosey)
Rap,0.77,WRONG (feat. Lil Mosey)
Rap,0.46,WUNNA
Rap,0.41,X (feat. Future)
Rap,0.47,X (with 2 Chainz & Saudi)
Rap,0.85,X Gon' Give It To Ya
Rap,0.75,XO Tour Llif3
Rap,0.75,XO TOUR Llif3
Rap,0.62,XXX. FEAT. U2.
Rap,0.43,Ya Digg
Rap,0.51,Yacht Club (feat. Juice WRLD)
Rap,0.73,Yah Mean
Rap,0.70,YAH.
Rap,0.60,Yeah Yeah
Rap,0.58,YELL OH
Rap,0.20,Yen
Rap,0.35,Yes Indeed
Rap,0.74,Yessirskiii
Rap,0.78,Yikes
Rap,0.76,Yonkers
Rap,0.55,YOSEMITE
Rap,0.56,You Better Move
Rap,0.44,You Got Me
Rap,0.63,You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)
Rap,0.36,You Was Right
Rap,0.71,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly)
Rap,0.31,Younger
Rap,0.54,Z02
Rap,0.67,Zeus
Rap,0.60,ZEZE (feat. Travis Scott & Offset)
Rap,0.64,ZEZE (feat. Travis Scott & Offset)
Rap,0.70,Zobamambafoo (Remix) (feat. Lil Uzi Vert & Lil Yachty)
Rap,0.80,Zoo
Rap,0.57,Zoo York (feat. Fivio Foreign & Pop Smoke)
RnB,0.44,2
RnB,0.45,2
RnB,0.52,17
RnB,0.55,18
RnB,0.45,23
RnB,0.75,143
RnB,0.46,3005
RnB,0.76,(When You Gonna) Give It Up To Me (feat. Keyshia Cole)
RnB,0.96,1 Thing (feat. Eve) - Radio Version
RnB,0.74,1 Thot 2 Thot Red Thot Blue Thot
RnB,0.50,1, 2 Step (feat. Missy Elliott) - Main
RnB,0.38,1+1
RnB,0.35,10 Freaky Girls (with 21 Savage)
RnB,0.50,18 Months (feat. Ty Dolla $ign)
RnB,0.65,1942 (feat. Yo Gotti & YBN Nahmir)
RnB,0.72,1997 DIANA
RnB,0.71,1998 TRUMAN
RnB,0.60,1st Time (feat. Marques Houston)
RnB,0.59,2 Vaults (feat. Lil Yachty)
RnB,0.30,20 Something
RnB,0.79,2012 (It Ain't The End)
RnB,0.81,21 Questions
RnB,0.81,21 Questions
RnB,0.71,24/7 (feat. Ella Mai)
RnB,0.64,31 DAYS
RnB,0.50,4 AM
RnB,0.93,4 Minutes (feat. Justin Timberlake & Timbaland)
RnB,0.51,444+222
RnB,0.74,5 O'Clock (feat. Lily Allen & Wiz Khalifa)
RnB,0.81,7 Days
RnB,0.81,7 Days
RnB,0.59,8TEEN
RnB,0.73,92 Explorer
RnB,0.67,A Fools Tale (Running Back) (feat. Ashanti)
RnB,0.66,A Lonely Night
RnB,0.78,A$AP Forever (feat. Moby)
RnB,0.15,Abandoned
RnB,0.40,ABCD (Friend Zone)
RnB,0.62,Action
RnB,0.79,Adaptation
RnB,0.74,Addicted
RnB,0.59,Addiction - Main
RnB,0.58,Adorn
RnB,0.58,Adorn
RnB,0.43,After Dark (feat. Static Major & Ty Dolla $ign)
RnB,0.66,After The Storm (feat. Tyler, The Creator & Bootsy Collins)
RnB,0.43,After You
RnB,0.52,Agree 2 Disagree
RnB,0.79,Ain't No Mountain High Enough (Eclectic Method Unofficial Remix) [Marvin Gaye]
RnB,0.59,Ain't No Way (You Won't Love Me)
RnB,0.59,Ain't No Way (You Won't Love Me)
RnB,0.57,Ain't Nobody Takin My Baby
RnB,0.81,Ain't Nothing Like The Real Thing (DJ Rob Dinero Unofficial Remix) [Marvin Gaye & Tammi Terrell]
RnB,0.64,Ain't Ya Ex (feat. Mila J & Tink)
RnB,0.88,Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)
RnB,0.73,Alive (with Offset & 2 Chainz)
RnB,0.72,All Falls Down
RnB,0.65,All For Us - from the HBO Original Series Euphoria
RnB,0.53,All Girls Are The Same
RnB,0.53,All Hands on Deck
RnB,0.78,All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross
RnB,0.67,All I Have (feat. LL Cool J)
RnB,0.67,All I Know
RnB,0.59,All I Want
RnB,0.75,All In
RnB,0.73,All Me (feat. Keyshia Cole)
RnB,0.31,All Mine
RnB,0.51,All My Life
RnB,0.51,All My Life
RnB,0.68,All My Life - Radio Edit
RnB,0.89,All My Love
RnB,0.57,All Night
RnB,0.83,All Night
RnB,0.78,All Night (feat. Knox Fortune)
RnB,0.51,All Night, Pt. II
RnB,0.80,All Of The Lights
RnB,0.50,All Over You
RnB,0.74,All Rise
RnB,0.73,All The Above
RnB,0.63,All The Stars (with SZA)
RnB,0.64,All The Stars (with SZA)
RnB,0.44,All The Time
RnB,0.58,All You Need (feat. Quavo, Bluff City)
RnB,0.60,Almost
RnB,0.66,Alone
RnB,0.55,Alone
RnB,0.53,Always Be My Baby
RnB,0.59,Always Been You
RnB,0.49,Always Forever
RnB,0.71,Always On Time
RnB,0.71,Always On Time
RnB,0.69,Always On Time
RnB,0.73,American Boy
RnB,0.73,American Boy (feat. Kanye West)
RnB,0.77,Angel
RnB,0.77,Angel
RnB,0.58,Angel
RnB,0.60,angel
RnB,0.56,Angel of Mine
RnB,0.53,Angels Cry Remix - Remix
RnB,0.49,Anna Mae
RnB,0.77,Anonymous - Main
RnB,0.77,Anonymous - Main
RnB,0.59,Apologize
RnB,0.52,Apple Berry Nana
RnB,0.40,April 25th
RnB,0.67,Armed And Dangerous
RnB,0.18,Around Me
RnB,0.33,As You Are
RnB,0.58,Aston Martin Music
RnB,0.59,ATL Freestyle
RnB,0.37,Audi.
RnB,0.41,Ave Maria
RnB,0.42,Avenue
RnB,0.78,Ayo Technology
RnB,0.54,B.E.D.
RnB,0.69,B.I.D
RnB,0.53,B.S. (feat. H.E.R.)
RnB,0.80,Baby
RnB,0.46,Baby
RnB,0.62,Baby Boy (feat. Beyoncé )
RnB,0.62,Baby Boy (feat. Beyoncé )
RnB,0.49,Baby Boy (feat. Sean Paul)
RnB,0.48,Baby Boy (feat. Sean Paul)
RnB,0.83,Baby By Me (Featuring Ne-Yo)
RnB,0.69,Baby Don't Go
RnB,0.37,Baby, I'm Back
RnB,0.71,Babylon (feat. Kendrick Lamar)
RnB,0.52,BabyWipe
RnB,0.72,Back Home (feat. Summer Walker)
RnB,0.72,Back Home (feat. Summer Walker)
RnB,0.66,Back It Up
RnB,0.65,Back To Sleep
RnB,0.87,Back To The Crib
RnB,0.81,Back When I Was Broke
RnB,0.92,Backseat (feat. The Cataracs & Dev)
RnB,0.75,Backstroke
RnB,0.56,Bad Boy
RnB,0.09,BAD BOY - NEW OPERA by COLORS
RnB,0.83,Bad Girl
RnB,0.59,Bad Girl (feat. Trey Songz & Robin Thicke)
RnB,0.71,Bad Side
RnB,0.48,Bae
RnB,0.50,Bali
RnB,0.55,Ball For Me (feat. Nicki Minaj)
RnB,0.71,Ball Out ($500) - Album Version (Edited)
RnB,0.85,Ballin
RnB,0.44,Ballin'
RnB,0.71,Banana Clip
RnB,0.39,Bands (feat. OhGeesy, Fenix Flexin & Master Kato)
RnB,0.62,Bands (Remix) (feat. Rich The Kid)
RnB,0.42,Bang Your Line (feat. Ty Dolla $ign)
RnB,0.39,Bartender
RnB,0.39,Bartender (feat. Akon)
RnB,0.76,Be Faithful
RnB,0.74,Be Honest (feat. Burna Boy)
RnB,0.71,Be on You (feat. Ne-Yo)
RnB,0.71,Be Without You - Kendu Mix
RnB,0.70,Be Without You - Kendu Mix
RnB,0.72,Be Your Girl
RnB,0.58,Beat The Odds (feat. YFN Lucci)
RnB,0.74,Beautiful
RnB,0.95,Beautiful
RnB,0.95,Beautiful
RnB,0.72,Beautiful (feat. Camila Cabello)
RnB,0.66,Beautiful Girls
RnB,0.76,Beautiful Liar
RnB,0.67,Beautiful Soul
RnB,0.52,Beauty In The Benz (feat. Snoop Dogg)
RnB,0.90,BEBE
RnB,0.54,Because Of You
RnB,0.54,Because Of You
RnB,0.61,Bed
RnB,0.66,BedRock
RnB,0.50,Been Away
RnB,0.57,Beep
RnB,0.75,Beep
RnB,0.87,Before Daybreak
RnB,0.55,Belong to You (feat. 6LACK)
RnB,0.56,Best Friend - Remix
RnB,0.92,Best I Ever Had
RnB,0.71,Best Love Song (feat. Chris Brown)
RnB,0.69,Best Of Me
RnB,0.64,Best of Me
RnB,0.37,Best Part (feat. Daniel Caesar)
RnB,0.36,Best Part (feat. H.E.R.)
RnB,0.65,Best Thing I Never Had
RnB,0.65,Best Thing I Never Had
RnB,0.57,Bet I (feat. Trinidad James)
RnB,0.42,Betrayed
RnB,0.54,Better
RnB,0.43,Bhocolate Bhip Bookies
RnB,0.34,Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj
RnB,0.88,Bigfoot - Original Mix
RnB,0.52,Bigger Than You (feat. Drake & Quavo)
RnB,0.52,Black Bonnie (feat. Jacquees)
RnB,0.69,BLACK EFFECT
RnB,0.81,Black Skinhead
RnB,0.38,Blame
RnB,0.66,BLEACH
RnB,0.66,Bleeding Love
RnB,0.26,Blessed
RnB,0.53,Blessed
RnB,0.61,Blinded By Your Grace, Pt. 2 (feat. MNEK)
RnB,0.73,Blinding Lights
RnB,0.69,Blood On The Leaves
RnB,0.57,Blue Lights
RnB,0.57,Blue Lights
RnB,0.56,Blue Lights
RnB,0.65,Blue Lights - RISE Recording
RnB,0.65,BMO
RnB,0.72,Bodak Yellow
RnB,0.51,Body
RnB,0.76,Body
RnB,0.17,Body Ain't Me
RnB,0.59,Body Count (feat. Normani & Kehlani) - Remix
RnB,0.64,Body On Me
RnB,0.62,Body On Me
RnB,0.58,Body Party
RnB,0.76,Bonfire
RnB,0.69,Boo Thang
RnB,0.49,Boo'd Up
RnB,0.78,Boo'd Up
RnB,0.58,Boof Pack
RnB,0.84,Boombastic
RnB,0.40,Boomin (feat. Missy Elliott & Future)
RnB,0.47,Boostin
RnB,0.62,Booty Music
RnB,0.84,Bootylicious
RnB,0.79,Boss
RnB,0.70,Bounce
RnB,0.40,Bounce
RnB,0.62,Bounce Out With That
RnB,0.67,Bow Chicka Wow Wow
RnB,0.55,Boyfriend
RnB,0.77,Boyfriend #2
RnB,0.31,BP
RnB,0.68,Break from Toronto
RnB,0.74,Break It Off
RnB,0.76,Break My Bank (feat. Iyaz)
RnB,0.52,Break Up
RnB,0.89,Break Your Heart
RnB,0.93,Break Your Heart
RnB,0.78,Breakfast (feat. A$AP Rocky)
RnB,0.66,Breathe (feat. Sean Paul) - Rap Version
RnB,0.35,Breathing Underwater
RnB,0.27,British Headboards
RnB,0.68,Broke
RnB,0.68,Broken Clocks
RnB,0.52,Build
RnB,0.52,BULLETPROOF (feat. Jay 305)
RnB,0.48,Bump n' Grind
RnB,0.68,Bump, Bump, Bump (feat. P. Diddy)
RnB,0.68,Bump, Bump, Bump (feat. P. Diddy)
RnB,0.48,Burn
RnB,0.45,Burn - Radio Mix
RnB,0.91,Bust It Baby, Pt. 2
RnB,0.80,Bust It Baby, Pt. 2 (feat. Ne-Yo)
RnB,0.54,Butterflies
RnB,0.75,Butterflies Pt. 2 - Wale Remix
RnB,0.81,Butterfly
RnB,0.60,BUTTERFLY EFFECT
RnB,0.82,Buttons
RnB,0.82,Buttons
RnB,0.55,Buy U a Drank (Shawty Snappin')
RnB,0.55,Buy U a Drank (Shawty Snappin') (feat. Yung Joc)
RnB,0.45,Buy U A Drink (Feat. T-Pain)
RnB,0.63,By My Side
RnB,0.64,By Now
RnB,0.59,Bye Bye
RnB,0.60,Caillou
RnB,0.88,California Love
RnB,0.37,Call Me
RnB,0.54,Call On Me - Extended Album Mix
RnB,0.60,Call Out My Name
RnB,0.50,Calling All Girls - Radio Edit
RnB,0.61,Calm Down (Bittersweet) [feat. Summer Walker]
RnB,0.83,Camera Phone
RnB,0.41,Can I
RnB,0.79,Can I
RnB,0.54,Can I
RnB,0.32,Can U Handle It?
RnB,0.80,Can We Chill
RnB,0.58,Can't Be Broken
RnB,0.55,Can't Believe It (feat. Lil' Wayne)
RnB,0.55,Can't Believe It (feat. Lil' Wayne)
RnB,0.75,Can't Explain It (feat. Charlie Wilson)
RnB,0.70,Can't Help but Wait
RnB,0.70,Can't Leave 'Em Alone (feat. 50 Cent)
RnB,0.70,Can't Leave 'Em Alone (feat. 50 Cent)
RnB,0.60,Can't Let You Go (feat. Mike Shorey & Lil' Mo)
RnB,0.69,Can't Stop Lovin'
RnB,0.60,Can’t Take A Joke
RnB,0.61,Canceled
RnB,0.57,Candy Shop
RnB,0.57,Car Sick (feat. NAV & Metro Boomin)
RnB,0.73,Caramelo Duro (feat. Kali Uchis)
RnB,0.28,Caretaker (feat. SZA)
RnB,0.82,Caribou Lou
RnB,0.34,Caroline
RnB,0.40,CAROUSEL
RnB,0.35,Carry Me Home
RnB,0.57,Carry Out (Featuring Justin Timberlake)
RnB,0.73,Case Of The Ex (Whatcha Gonna Do)
RnB,0.57,Catch Me Outside
RnB,0.66,Catch Me Outside
RnB,0.58,Cater 2 U
RnB,0.71,Caught Up - Album Version (Edited)
RnB,0.44,Caught Up (feat. Khalid)
RnB,0.44,Caught Up (feat. Khalid)
RnB,0.12,Cayendo (Side A - Acoustic)
RnB,0.78,Champion (feat. Travis Scott)
RnB,0.53,CHANCES
RnB,0.50,Chanel
RnB,0.61,Change
RnB,0.47,Change (with Kehlani)
RnB,0.48,Change (with Kehlani)
RnB,0.75,Change Your Life (feat. Jhené Aiko)
RnB,0.33,Changes
RnB,0.31,changes
RnB,0.89,Check On It (feat. Slim Thug)
RnB,0.90,Cheers (Drink To That)
RnB,0.92,Chillin
RnB,0.27,Chilly
RnB,0.69,Choppa
RnB,0.66,Circle
RnB,0.65,Circles
RnB,0.48,Climax
RnB,0.48,Climax
RnB,0.75,Closer
RnB,0.75,Closer
RnB,0.69,Clothes Off!!
RnB,0.34,Clouded
RnB,0.73,Clout (feat. 21 Savage)
RnB,0.87,Club Can't Handle Me (feat. David Guetta)
RnB,0.85,Club Roc
RnB,0.57,Clumsy
RnB,0.48,Coastin' (feat. Tk Kravitz)
RnB,0.60,Codeine Dreaming (feat. Lil Wayne)
RnB,0.62,coffee
RnB,0.89,Coffee Shop (feat. Gorilla Zoe)
RnB,0.50,Coldblooded Type
RnB,0.35,Come and See Me (feat. Drake)
RnB,0.87,Come Back To Me
RnB,0.48,Come Get It (feat. FYB)
RnB,0.31,Come Over
RnB,0.65,Come Over (feat. Popcaan)
RnB,0.65,Come Through and Chill (feat. J. Cole & Salaam Remi)
RnB,0.55,Come Thru
RnB,0.73,Come Thru (with Usher)
RnB,0.77,Come with Me
RnB,0.54,Comeback (feat. Tory Lanez and 30 Roc)
RnB,0.30,Comfort Inn Ending (Freestyle)
RnB,0.83,Comfortable
RnB,0.83,Comfortable
RnB,0.61,Coming Down
RnB,0.84,Coming Home
RnB,0.71,Coming Home
RnB,0.41,Concentrate
RnB,0.42,Confessions
RnB,0.47,Confessions Part II
RnB,0.39,Confidently Lost
RnB,0.47,Controlla
RnB,0.67,Cookie Jar (feat. The-Dream)
RnB,0.33,Cool with You
RnB,0.68,COOLEST MONKEY IN THE JUNGLE
RnB,0.21,CORPS - NEW OPERA by COLORS
RnB,0.65,Costa Rica (feat. Ski Mask the Slump God)
RnB,0.33,Could've Been (feat. Bryson Tiller)
RnB,0.35,Could've Been (feat. Bryson Tiller)
RnB,0.39,CPR
RnB,0.37,CPR
RnB,0.37,CPR
RnB,0.74,Crank That (Soulja Boy)
RnB,0.77,Crazy In Love (feat. Jay-Z)
RnB,0.53,Creep (feat. T-Boz)
RnB,0.69,Creeping (feat. Rich the Kid)
RnB,0.55,Crew Love
RnB,0.71,Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)
RnB,0.61,Cross The Line
RnB,0.82,Crowded
RnB,0.46,Crush A Lot
RnB,0.65,Cry Me a River
RnB,0.71,Crying Out For Me
RnB,0.72,Crying Out For Me
RnB,0.79,Cuddy Buddy (feat. Lil Wayne, T-Pain & Twista)
RnB,0.56,Cuffing Season
RnB,0.38,Cupid
RnB,0.68,Cupid's Chokehold / Breakfast in America - Radio Mix
RnB,0.48,Curve (feat. The Weeknd)
RnB,0.61,Cutting Ties
RnB,0.65,CYANIDE
RnB,0.59,CYANIDE REMIX (feat. Koffee)
RnB,0.72,Cyclone (feat. T-Pain)
RnB,0.55,D Rose
RnB,0.59,D'Evils
RnB,0.50,Daddy's Little Girl
RnB,0.65,Damaged
RnB,0.79,Dan Bilzerian (feat. Lil Yachty)
RnB,0.78,Dance for You
RnB,0.51,Dance With Me
RnB,0.74,Danger (with Migos & Marshmello)
RnB,0.78,Dangerous
RnB,0.70,Dangerous
RnB,0.79,Dangerous
RnB,0.49,Dangerous (feat. Jeremih and PnB Rock)
RnB,0.60,Dangerous City (feat. Buju Banton)
RnB,0.78,Dark Red
RnB,0.51,Dat $tick
RnB,0.71,Dawsin's Breek (feat. Jeremih)
RnB,0.57,Day & Night
RnB,0.57,Day After Forever
RnB,0.49,Day and Night
RnB,0.86,Day Dreaming (feat. Akon, Snoop Dogg & T.I.)
RnB,0.78,Dead And Gone
RnB,0.75,Dead And Gone - feat. Justin Timberlake
RnB,0.41,Dead Kitties Make Me So Depressed
RnB,0.27,Dead Man Walking
RnB,0.15,Dear April (Side A - Acoustic)
RnB,0.33,Death & Taxes
RnB,0.65,Death 2 Soundcloud
RnB,0.91,Decline - Remix
RnB,0.34,Deep
RnB,0.34,Deep
RnB,0.45,Deeper
RnB,0.75,Deja Vu (feat. Jay-Z)
RnB,0.74,Deuces (feat. Tyga & Kevin McCall)
RnB,0.46,DHL
RnB,0.53,Die For You
RnB,0.49,Differences
RnB,0.56,Different
RnB,0.55,Dilemma
RnB,0.55,Dilemma
RnB,0.63,Dilemma (Remake)
RnB,0.50,Dime (Remix)
RnB,0.54,Dip (feat. Nicki Minaj)
RnB,0.81,Disturbia
RnB,0.65,Dive In
RnB,0.56,Do It Again
RnB,0.64,Do It All
RnB,0.67,Do It To It
RnB,0.60,Do It To It - Rap Remix Edited; Feat. Chingy, Yung Joc, Fabo (D4L), Jody Breeze And Jazze Pha
RnB,0.93,Do The John Wall
RnB,0.85,Do To Me
RnB,0.46,Do U Wrong (feat. Syd)
RnB,0.61,Do You
RnB,0.52,Do You Believe in Me
RnB,0.67,Do You Remember
RnB,0.67,Do You Remember
RnB,0.17,Doing It Wrong
RnB,0.67,Doing Too Much (feat. Baby Bash) - Main
RnB,0.44,Dolla Signs - Remix
RnB,0.36,Don't
RnB,0.63,Don't Cha
RnB,0.35,Don't Come Out The House (with 21 Savage)
RnB,0.71,Don't Let Go
RnB,0.56,Don't Love You No More (I'm Sorry)
RnB,0.44,Don't Matter
RnB,0.45,Don't Matter
RnB,0.45,Don't Matter
RnB,0.73,Don't Mess With My Man (feat. Brian Casey & Brandon Casey)
RnB,0.35,Don't Tell Me Its Over
RnB,0.36,Don't Wanna B Urs
RnB,0.81,Don't Wanna Go Home
RnB,0.42,Don't Wanna Try
RnB,0.43,Don't Wanna Try
RnB,0.16,Don't Watch Me Cry
RnB,0.94,Donald Trump
RnB,0.56,Doo Wop (That Thing) - Edit
RnB,0.54,Dope Game
RnB,0.71,Doves In The Wind (feat. Kendrick Lamar)
RnB,0.70,Down
RnB,0.68,Down
RnB,0.75,Down (feat. Kanye West)
RnB,0.90,Down for Me (feat. Mario Winans)
RnB,0.56,Down with It
RnB,0.36,Drama (feat. Drake)
RnB,0.41,Dream World
RnB,0.60,Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)
RnB,0.52,Drew Barrymore
RnB,0.44,Drip
RnB,0.81,DrIP DrIp Drip (feat. Meek Mill)
RnB,0.65,Drip Too Hard
RnB,0.63,Drive By
RnB,0.63,Drop It Like It's Hot
RnB,0.63,Drop It Like It's Hot
RnB,0.58,Drop Top Benz
RnB,0.58,Droptop in the Rain (feat. Tory Lanez)
RnB,0.49,Drug Addicts
RnB,0.61,Drugz
RnB,0.44,Drunk Dialing...LODT
RnB,0.48,Drunk Texting (feat. Jhené Aiko)
RnB,0.41,DYING 4 YOUR LOVE
RnB,0.78,Dynamite
RnB,0.38,Earned It (Fifty Shades Of Grey) - From The Fifty Shades Of Grey Soundtrack
RnB,0.84,Earthquake (feat. Tinie Tempah) - Radio Edit
RnB,0.26,Easily
RnB,0.28,Easy
RnB,0.30,Easy - Remix
RnB,0.35,Easy - Unplugged
RnB,0.81,Easy (feat. Lil' Wayne)
RnB,0.64,Eazy
RnB,0.68,Edible
RnB,0.55,EEeee (feat. TK Kravitz)
RnB,0.59,Eenie Meenie
RnB,0.91,El Chapo
RnB,0.40,Electric (feat. Khalid)
RnB,0.47,Elevate
RnB,0.47,Elevate
RnB,0.87,Elevator (feat. Timbaland)
RnB,0.63,EmOGs
RnB,0.59,Emotion
RnB,0.85,Encore
RnB,0.30,End
RnB,0.77,Energy
RnB,0.73,Energy
RnB,0.68,Enjoy Yourself (feat. Karol G)
RnB,0.53,ENTROPY
RnB,0.58,Epic
RnB,0.38,Erase
RnB,0.51,Esskeetit
RnB,0.41,Eternal Sunshine
RnB,0.55,Ether / Doze Off / Inception
RnB,0.45,Every Boy
RnB,0.30,Every Kind Of Way
RnB,0.49,Every Step Every Way
RnB,0.70,Everybody Business
RnB,0.70,Everybody Business
RnB,0.74,Everyday
RnB,0.65,Everyday We Lit (feat. PnB Rock)
RnB,0.75,EveryGirl In The World - Album Version (Edited)
RnB,0.79,Everything
RnB,0.47,Everything
RnB,0.62,Everything, Everyday, Everywhere
RnB,0.54,EX
RnB,0.43,Ex (feat. YG)
RnB,0.43,Exchange
RnB,0.68,Excitement
RnB,0.57,Excuse Me (feat. Too $hort & Dcmbr)
RnB,0.41,Expectations (feat. 6LACK)
RnB,0.49,F You I Love You (feat. Teyana Taylor)
RnB,0.50,F.U.B.U. (feat. The-Dream & BJ The Chicago Kid)
RnB,0.60,F&MU
RnB,0.50,Facetime
RnB,0.50,Facetime (with Durand Bernarr) - Remix
RnB,0.67,Fact Or Fiction
RnB,0.69,Faith - Radio Edit
RnB,0.45,Faithful
RnB,0.54,Fake Love
RnB,0.72,Falcon (feat. Raury)
RnB,0.81,Fallen
RnB,0.61,Fallen
RnB,0.53,Fallen Angel Ft. Chris Brown
RnB,0.57,Falling Down - Bonus Track
RnB,0.75,Falling for You
RnB,0.29,Fallingforyou
RnB,0.55,Falsetto
RnB,0.55,Falsetto
RnB,0.52,Family Affair
RnB,0.30,Famous
RnB,0.29,Famous Excuses
RnB,0.69,Far Away
RnB,0.57,Favorite
RnB,0.26,Feel
RnB,0.56,Feel It Too
RnB,0.81,Feel Like A Fool
RnB,0.48,Feel Love - feat. J.Cole - Clean Version
RnB,0.06,Feel No Love
RnB,0.53,Feelin' You
RnB,0.75,Feeling Good (AJDE Unofficial Remix) [Nina Simone]
RnB,0.61,Feels
RnB,0.39,FEFE (feat. Nicki Minaj & Murda Beatz)
RnB,0.32,Fergie's National Anthem
RnB,0.48,Fetch Your Life
RnB,0.84,Fight for You
RnB,0.41,Figures, a Reprise
RnB,0.74,Fill Me In
RnB,0.75,Fill Me In
RnB,0.54,Fine China
RnB,0.59,Finer Things
RnB,0.32,Finesse
RnB,0.88,Fingers Blue (feat. Travis Scott)
RnB,0.25,Fire & Desire
RnB,0.79,Fire Burning - Radio Edit
RnB,0.71,First Day Out
RnB,0.32,First Fuck
RnB,0.68,First Off (feat. Travis Scott)
RnB,0.50,First World Problemz / Nobody Carez
RnB,0.88,Five More Hours - Deorro x Chris Brown
RnB,0.65,Flashing Lights
RnB,0.44,Flex Like Ouu
RnB,0.65,Flight 22
RnB,0.64,FLIP THE SWITCH (feat. Drake)
RnB,0.48,Float
RnB,0.45,Floods
RnB,0.36,Flow
RnB,0.71,Fly Away
RnB,0.29,Focus
RnB,0.64,Focused On You (feat. 2 Chainz & Mya)
RnB,0.70,Foolish
RnB,0.70,Foolish
RnB,0.69,Foolish
RnB,0.62,Foot Fungus
RnB,0.64,For However Long
RnB,0.82,Forever
RnB,0.59,Forever
RnB,0.82,Forever
RnB,0.44,Forfeit. (ft. Lucky Daye)
RnB,0.74,Forgot About Dre
RnB,0.27,FourFiveSeconds
RnB,0.42,Freak in You
RnB,0.60,Freaky Friday (feat. Chris Brown)
